"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","# Occupied Units","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% No Income","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 - $24,999","% $25,000 - $29,999","% $30,000 - $39,999","% $40,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% low income","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% Children 0-5","% Children 6-12","% Children 13-17","% No Children","% female head","% female head with children","% Female Head with children between 0-5yrs","% Households where Head or spouse/Co-head has a disability","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% of households with any disabled member","% with disability, among all persons in households","% of Households where both head and spouse are younger than 62","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic","%Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
"3","Summary of All HUD Programs","1","N/A","AL Alabama","01","92548","80491","87","80639","100","6","14","2.2","174018","367","729","15933","7383","3","13","8","35","14","9","6","7","4","28","2","67","24","99","93","73","1","43","21","27","19","55","82","43","20","33","27","47","36","18","69","4","50","15","31","2","75","74","0","0","24","1","1","0","1","1","18","91","89","192","30","33","37","25","26","61","63","NA","NA","NA","NA","NA","AL","NA","NA"
"3","Public Housing","2","N/A","AL Alabama","01","28007","25907","93","25448","98","6","16","2.1","54522","335","635","16935","7904","3","13","9","33","13","9","6","8","6","32","2","63","26","98","89","70","2","42","23","26","16","56","81","42","21","33","26","49","35","18","72","6","49","17","28","1","69","67","0","0","31","0","1","0","1","1","14","92","93","139","29","37","34","24","29","57","61","NA","NA","NA","NA","NA","AL","NA","NA"
"3","Housing Choice Vouchers","3","N/A","AL Alabama","01","41496","33845","82","34388","100","6","10","2.5","84858","423","838","16642","6744","4","13","8","31","14","10","7","9","5","34","1","61","23","99","94","72","1","53","23","34","27","46","89","53","23","33","25","64","38","17","78","3","60","15","22","1","87","85","0","0","13","1","0","0","1","1","22","101","99","248","14","35","52","35","25","66","67","NA","NA","NA","NA","NA","AL","NA","NA"
"3","Summary of All HUD Programs","1","N/A","AK Alaska","02","7935","6870","87","7425","100","8","17","1.9","14165","608","907","24103","12634","2","9","5","8","31","15","8","11","13","26","3","70","25","99","94","73","6","24","13","18","14","70","65","25","10","45","41","49","47","26","59","3","40","17","41","2","55","13","24","11","44","1","4","2","7","10","27","84","55","121","48","34","18","19","14","49","41","NA","NA","NA","NA","NA","AK","NA","NA"
"3","Public Housing","2","N/A","AK Alaska","02","1244","1095","88","1096","100","10","16","2.7","2975","819","1087","37202","13705","1","4","4","7","24","12","6","9","34","42","3","55","35","93","79","56","15","35","20","32","26","50","72","41","15","32","25","45","37","15","65","2","49","13","35","2","69","10","38","13","31","1","5","3","8","10","12","89","30","98","37","24","39","7","14","56","39","NA","NA","NA","NA","NA","AK","NA","NA"
"3","Housing Choice Vouchers","3","N/A","AK Alaska","02","4998","4272","85","4777","100","8","17","1.8","8449","594","830","22090","12489","2","9","5","8","32","15","8","11","10","24","3","71","23","100","96","76","5","21","11","16","12","74","64","22","8","52","48","58","55","34","60","2","38","20","40","2","52","15","21","9","48","1","5","1","7","12","-1","85","69","126","46","39","15","26","14","47","42","NA","NA","NA","NA","NA","AK","NA","NA"
"3","Summary of All HUD Programs","1","N/A","AZ Arizona","04","41985","37420","90","39591","100","6","9","2.1","84898","418","1159","16816","7842","9","8","6","35","15","9","5","7","7","22","0","68","20","99","95","79","4","30","13","22","20","66","73","30","11","42","37","48","46","24","56","1","38","17","44","3","65","25","3","2","33","1","30","4","35","1","26","102","71","180","47","26","27","14","21","63","49","NA","NA","NA","NA","NA","AZ","NA","NA"
"3","Public Housing","2","N/A","AZ Arizona","04","3543","3215","91","3169","99","7","10","2.8","8787","487","636","21792","7859","8","10","7","29","11","6","5","10","15","38","1","54","25","96","88","70","7","44","20","33","32","48","80","46","17","32","22","55","38","15","70","1","50","19","30","2","83","17","7","2","17","1","53","2","56","1","36","112","83","173","26","26","48","16","27","73","49","NA","NA","NA","NA","NA","AZ","NA","NA"
"3","Housing Choice Vouchers","3","N/A","AZ Arizona","04","26748","23508","88","25402","100","6","8","2.3","58462","435","1381","16726","7268","12","8","6","33","13","8","5","7","8","24","1","63","20","99","95","79","3","35","14","25","23","62","74","35","13","51","40","73","57","28","66","1","44","21","34","1","67","31","3","1","33","2","30","1","33","1","25","108","82","201","39","29","32","18","19","61","50","NA","NA","NA","NA","NA","AZ","NA","NA"
"3","Summary of All HUD Programs","1","N/A","AR Arkansas","05","52339","42818","82","42547","99","6","16","1.9","79986","347","590","15019","7989","3","10","7","42","17","10","5","4","2","19","1","77","25","99","94","71","2","31","16","20","14","67","74","31","15","42","39","48","46","26","64","5","40","18","36","2","55","52","1","1","44","0","2","0","2","1","15","74","82","129","45","31","25","20","25","48","64","NA","NA","NA","NA","NA","AR","NA","NA"
"3","Public Housing","2","N/A","AR Arkansas","05","10137","9358","92","9344","100","6","20","1.9","17721","340","577","17461","9207","2","8","9","36","14","10","7","7","6","28","2","68","31","97","86","61","3","31","18","18","12","66","74","31","16","38","32","49","41","23","66","9","39","18","34","2","57","54","0","1","43","0","2","0","3","1","13","74","85","94","47","29","24","15","26","47","67","NA","NA","NA","NA","NA","AR","NA","NA"
"3","Housing Choice Vouchers","3","N/A","AR Arkansas","05","28725","21638","75","21346","99","6","12","2.1","44327","369","586","14856","7154","4","9","7","42","17","10","5","5","2","21","0","75","24","99","96","73","2","37","17","25","18","61","79","37","15","48","40","66","53","28","70","3","47","20","30","1","58","55","1","0","42","0","2","0","2","1","16","78","90","156","30","36","33","29","25","48","64","NA","NA","NA","NA","NA","AR","NA","NA"
"3","Summary of All HUD Programs","1","N/A","CA California","06","507349","449875","89","468317","100","6","6","1.9","909015","578","1689","22318","11498","3","5","4","37","13","11","7","7","12","22","9","65","19","99","96","84","4","20","8","14","14","75","69","21","7","42","33","50","45","26","48","1","30","17","52","7","73","28","1","16","25","1","23","4","29","1","28","155","79","133","51","29","19","14","18","73","41","NA","NA","NA","NA","NA","CA","NA","NA"
"3","Public Housing","2","N/A","CA California","06","22029","20819","95","20388","98","7","6","2.6","52270","667","698","28724","11204","2","4","5","29","12","9","7","10","22","37","13","48","25","98","90","73","8","34","14","25","25","58","77","36","12","32","20","54","39","17","63","1","43","19","37","3","88","29","1","6","12","1","50","1","52","2","62","168","94","127","26","38","35","15","25","82","42","NA","NA","NA","NA","NA","CA","NA","NA"
"3","Housing Choice Vouchers","3","N/A","CA California","06","365911","316630","87","331710","100","6","6","2","675713","606","1780","22750","11168","4","5","4","34","13","11","7","8","14","24","11","62","19","99","96","83","5","22","9","16","15","73","69","23","7","51","36","69","55","30","54","1","33","20","46","5","73","33","1","12","27","1","25","2","28","1","26","161","81","155","46","32","22","16","17","73","43","NA","NA","NA","NA","NA","CA","NA","NA"
"3","Summary of All HUD Programs","1","N/A","CO Colorado","08","63715","56780","89","57563","100","6","9","1.9","109466","435","1241","17446","9174","8","7","6","36","15","10","5","6","8","21","4","67","17","100","98","86","4","26","12","18","15","70","69","26","10","46","41","53","49","27","57","3","36","18","43","3","54","20","2","3","43","1","25","4","30","2","17","102","58","138","50","28","22","15","15","45","47","NA","NA","NA","NA","NA","CO","NA","NA"
"3","Public Housing","2","N/A","CO Colorado","08","6067","5781","95","5658","98","6","12","2.1","11678","434","648","18863","9139","5","8","6","37","13","8","5","7","10","24","4","66","20","99","95","82","5","31","15","22","18","64","71","32","12","49","37","65","52","27","59","3","40","16","41","3","65","21","1","3","35","1","38","1","41","1","14","102","32","122","50","23","27","9","18","51","50","NA","NA","NA","NA","NA","CO","NA","NA"
"3","Housing Choice Vouchers","3","N/A","CO Colorado","08","38494","33189","86","33929","100","6","6","2.1","69994","461","1441","17861","8658","10","7","6","33","14","9","6","7","9","24","4","61","17","99","97","86","4","30","13","21","18","66","70","30","11","52","43","70","55","29","66","3","42","21","34","2","56","23","2","1","44","1","26","2","29","2","19","112","74","153","40","33","27","20","14","45","48","NA","NA","NA","NA","NA","CO","NA","NA"
"3","Summary of All HUD Programs","1","N/A","CT Connecticut","09","84206","75399","90","76764","100","6","6","1.9","146232","543","1287","21304","11184","5","5","5","31","14","11","7","10","12","27","2","65","21","99","95","77","2","28","10","18","16","70","76","28","9","37","31","45","42","24","56","1","36","18","44","4","73","30","0","1","25","2","33","7","42","1","35","144","71","200","49","28","23","13","0","64","0","NA","NA","NA","NA","NA","CT","NA","NA"
"3","Public Housing","2","N/A","CT Connecticut","09","11753","11121","95","10940","98","7","8","1.9","20586","512","797","22156","11775","3","5","5","34","14","10","7","9","13","26","2","69","22","99","94","78","3","24","10","17","15","73","69","25","9","44","36","52","48","28","52","1","34","18","48","4","75","28","0","1","25","3","41","1","45","1","27","129","61","140","57","19","24","11","0","67","0","NA","NA","NA","NA","NA","CT","NA","NA"
"3","Housing Choice Vouchers","3","N/A","CT Connecticut","09","46882","39936","85","41167","100","6","4","2.2","88827","596","1435","22124","10253","7","6","5","29","12","10","6","10","15","34","2","56","21","99","94","76","2","35","12","22","21","63","83","35","11","41","29","68","47","25","69","1","45","23","31","2","79","37","0","0","21","3","39","0","42","1","41","168","89","232","34","34","31","18","0","66","0","NA","NA","NA","NA","NA","CT","NA","NA"
"3","Summary of All HUD Programs","1","N/A","DE Delaware","10","13186","11060","84","11556","100","7","9","2","23016","467","1041","19442","9762","6","7","4","30","15","11","8","10","9","28","2","63","22","99","95","75","2","33","14","23","18","64","78","33","13","35","31","40","37","20","57","3","39","14","43","3","78","69","0","1","20","1","4","2","7","1","40","110","67","155","47","26","27","15","22","64","28","NA","NA","NA","NA","NA","DE","NA","NA"
"3","Public Housing","2","N/A","DE Delaware","10","1678","1601","95","1602","100","6","9","2.3","3718","456","1098","23553","10148","6","9","5","27","10","8","7","10","18","42","3","49","25","98","87","68","4","41","16","29","23","55","80","42","15","43","31","73","45","21","72","3","50","19","28","1","92","86","0","0","8","1","4","0","5","0","35","125","44","164","38","22","41","14","26","72","22","NA","NA","NA","NA","NA","DE","NA","NA"
"3","Housing Choice Vouchers","3","N/A","DE Delaware","10","6057","4510","74","4816","100","8","8","2.2","10823","512","1073","19510","8681","9","6","4","28","13","10","7","11","10","32","2","56","21","99","95","75","1","42","16","28","24","57","83","41","15","42","31","65","46","23","67","4","47","17","33","2","86","79","0","0","14","2","4","0","6","1","43","122","88","172","29","34","37","26","20","65","29","NA","NA","NA","NA","NA","DE","NA","NA"
"3","Summary of All HUD Programs","1","N/A","DC District of Columbia","11","34553","27697","80","27848","100","9","15","2","54410","395","1586","19188","9821","12","3","12","31","11","7","4","7","13","25","10","53","15","99","97","87","1","31","10","18","16","67","75","30","10","28","20","41","32","18","60","2","39","19","40","3","97","92","0","2","1","2","1","1","4","0","14","359","51","167","45","32","23","15","22","78","8","NA","NA","NA","NA","NA","DC","NA","NA"
"3","Public Housing","2","N/A","DC District of Columbia","11","7446","5111","69","4740","93","15","8","1.8","8682","476","1552","21582","11783","11","3","9","34","11","7","4","6","16","26","6","57","17","98","95","83","1","22","6","12","15","77","70","22","6","34","22","49","38","22","57","1","35","21","43","2","99","95","0","1","1","2","1","0","3","0","-1","178","7","156","51","24","25","16","22","75","7","NA","NA","NA","NA","NA","DC","NA","NA"
"3","Housing Choice Vouchers","3","N/A","DC District of Columbia","11","16716","13584","81","14026","100","9","20","2.1","29733","346","1514","19382","9143","14","2","13","29","10","7","4","7","14","25","12","49","15","99","97","86","1","35","11","20","18","64","79","33","10","33","23","52","40","21","64","1","40","22","36","2","98","93","0","1","2","2","2","0","4","0","15","566","50","224","38","32","30","18","20","77","10","NA","NA","NA","NA","NA","DC","NA","NA"
"3","Summary of All HUD Programs","1","N/A","FL Florida","12","205176","180144","88","189570","100","6","8","2.1","399297","478","1392","18699","8878","4","7","6","39","14","9","6","8","9","24","0","71","22","99","94","78","2","32","13","21","18","66","78","32","12","36","28","47","42","23","53","2","37","14","47","5","83","51","0","1","16","2","27","2","32","1","33","123","88","162","44","28","28","15","22","68","44","NA","NA","NA","NA","NA","FL","NA","NA"
"3","Public Housing","2","N/A","FL Florida","12","22304","19688","88","19306","98","6","10","2.3","44246","460","779","19980","8718","3","8","7","36","12","8","6","9","11","31","1","65","23","98","92","74","2","39","17","27","21","59","80","39","16","37","23","57","42","21","60","2","44","14","40","4","86","60","0","0","14","2","22","0","25","1","37","115","87","136","39","28","33","13","26","69","47","NA","NA","NA","NA","NA","FL","NA","NA"
"3","Housing Choice Vouchers","3","N/A","FL Florida","12","130150","109826","84","118842","100","6","6","2.3","270651","538","1644","20232","8884","5","6","6","35","13","9","6","9","11","28","0","67","23","99","93","75","2","36","13","24","22","62","80","36","12","43","29","64","51","26","60","1","42","17","40","4","85","55","0","0","15","3","27","0","30","1","32","136","93","188","35","31","33","19","21","69","45","NA","NA","NA","NA","NA","FL","NA","NA"
"3","Summary of All HUD Programs","1","N/A","GA Georgia","13","135704","113062","83","116957","100","7","11","2.2","255139","403","999","16966","7777","6","9","7","35","14","9","6","8","6","29","1","65","22","99","95","77","1","41","17","26","21","58","81","40","16","32","24","45","36","18","64","3","46","15","36","2","87","84","0","1","12","1","1","0","2","1","20","104","84","180","36","31","33","19","25","70","54","NA","NA","NA","NA","NA","GA","NA","NA"
"3","Public Housing","2","N/A","GA Georgia","13","23777","21995","93","21702","99","7","13","2.2","48472","380","658","18526","8294","3","7","10","36","13","9","6","9","8","38","1","58","27","97","90","70","1","45","22","29","19","54","83","44","21","30","22","48","33","16","69","5","49","15","31","1","84","82","0","1","16","0","1","0","2","1","19","100","84","146","34","32","34","17","28","61","57","NA","NA","NA","NA","NA","GA","NA","NA"
"3","Housing Choice Vouchers","3","N/A","GA Georgia","13","70834","54636","77","58881","100","8","9","2.4","139250","458","1213","18223","7705","7","7","6","32","14","10","7","9","8","32","1","60","22","99","95","76","1","43","15","28","26","56","84","43","15","37","25","63","43","20","68","1","50","17","32","2","95","92","0","1","5","1","1","0","2","1","22","119","92","208","27","32","41","24","23","78","54","NA","NA","NA","NA","NA","GA","NA","NA"
"3","Summary of All HUD Programs","1","N/A","HI Hawaii","15","23624","19295","83","20000","100","6","8","2.4","47758","592","1388","23848","9987","2","6","6","29","14","9","7","10","17","33","3","61","20","99","96","81","12","22","15","23","19","65","67","28","10","38","30","47","41","19","54","1","35","17","46","4","80","3","1","64","19","1","3","8","12","14","28","132","69","226","46","28","26","11","17","84","43","NA","NA","NA","NA","NA","HI","NA","NA"
"3","Public Housing","2","N/A","HI Hawaii","15","4727","4065","86","3894","96","6","3","2.7","10399","625","614","25959","9721","1","6","7","30","13","8","6","10","20","38","4","57","20","99","94","80","17","21","15","25","23","62","65","27","10","42","25","62","46","19","55","1","33","21","45","5","88","1","1","79","12","0","3","4","7","2","36","173","72","159","39","25","36","12","25","89","28","NA","NA","NA","NA","NA","HI","NA","NA"
"3","Housing Choice Vouchers","3","N/A","HI Hawaii","15","14547","11567","80","12411","100","5","9","2.6","31798","625","1685","24701","9641","3","6","6","26","13","9","7","11","19","37","4","56","20","99","96","79","13","28","18","27","22","59","69","34","13","40","30","56","44","19","62","2","41","19","38","2","79","5","2","58","21","1","4","10","15","18","27","120","69","283","38","31","30","14","15","81","48","NA","NA","NA","NA","NA","HI","NA","NA"
"3","Summary of All HUD Programs","1","N/A","ID Idaho","16","12942","11165","86","11994","100","5","14","1.8","21229","433","808","17469","9870","4","4","4","40","19","13","7","7","4","18","0","78","24","100","97","75","5","22","11","17","12","73","71","23","9","56","56","56","58","36","55","2","36","17","45","3","18","4","2","2","81","0","9","2","10","1","20","84","89","101","46","35","19","23","15","23","58","NA","NA","NA","NA","NA","ID","NA","NA"
"3","Public Housing","2","N/A","ID Idaho","16","610","580","95","579","100","6","13","1.4","810","411","326","18849","13473","2","2","2","44","18","13","7","6","7","13","0","85","28","99","92","68","3","9","4","8","6","87","64","11","3","68","79","58","69","52","49","2","28","19","51","4","15","1","1","2","85","-1","11","1","11","1","14","92","84","57","79","13","8","4","13","27","60","NA","NA","NA","NA","NA","ID","NA","NA"
"3","Housing Choice Vouchers","3","N/A","ID Idaho","16","8065","6702","83","7515","100","5","14","1.9","14488","456","946","17811","9239","4","4","4","38","18","12","7","7","4","20","0","75","23","100","97","76","5","26","12","20","16","69","74","27","9","61","56","69","64","37","60","1","40","18","40","2","20","4","2","2","80","0","11","1","12","2","20","89","93","118","32","43","26","33","14","24","57","NA","NA","NA","NA","NA","ID","NA","NA"
"3","Summary of All HUD Programs","1","N/A","IL Illinois","17","231185","202644","88","203871","100","8","9","1.9","385815","416","1123","17154","9065","9","8","7","34","13","9","6","7","7","25","2","64","20","99","95","80","1","30","12","19","15","69","74","29","11","35","28","44","38","22","59","3","39","16","41","4","74","64","0","3","25","1","5","1","7","1","18","121","86","118","47","27","26","19","23","63","40","NA","NA","NA","NA","NA","IL","NA","NA"
"3","Public Housing","2","N/A","IL Illinois","17","40115","35033","87","34547","99","8","12","1.9","64655","373","1027","17624","9417","8","9","7","34","13","9","5","7","8","27","2","62","22","99","92","77","2","27","12","18","14","71","70","27","11","36","28","49","39","22","61","5","39","18","39","2","59","50","0","3","41","1","5","0","6","1","13","110","73","97","53","22","25","14","25","49","46","NA","NA","NA","NA","NA","IL","NA","NA"
"3","Housing Choice Vouchers","3","N/A","IL Illinois","17","118350","100284","85","100914","100","8","6","2.1","216140","459","1150","17941","8376","10","8","7","31","12","9","6","8","10","30","2","57","19","99","95","80","1","37","13","24","21","62","79","36","12","38","27","61","43","22","67","2","46","19","33","2","86","78","0","1","14","1","6","0","7","1","22","139","90","148","31","33","37","29","22","71","41","NA","NA","NA","NA","NA","IL","NA","NA"
"3","Summary of All HUD Programs","1","N/A","IN Indiana","18","89420","76942","86","72585","94","6","13","1.8","134190","360","717","14946","8084","8","10","6","36","16","10","6","6","3","19","1","72","21","99","96","78","2","31","16","20","13","67","74","31","15","41","36","48","43","25","62","5","40","17","38","2","46","41","1","1","53","1","2","1","3","2","19","82","76","162","51","30","19","14","22","41","59","NA","NA","NA","NA","NA","IN","NA","NA"
"3","Public Housing","2","N/A","IN Indiana","18","9908","8836","89","8290","94","6","18","2","16254","351","655","16812","8574","10","8","7","33","14","9","5","7","7","25","1","64","24","98","92","74","3","32","17","21","14","65","69","31","15","41","34","56","44","24","65","5","42","19","35","2","39","34","0","0","61","1","3","0","4","2","15","77","53","160","54","21","25","8","26","35","58","NA","NA","NA","NA","NA","IN","NA","NA"
"3","Housing Choice Vouchers","3","N/A","IN Indiana","18","46078","38351","83","34079","89","6","9","2.1","70766","388","734","15325","7380","9","10","6","34","15","10","6","6","4","23","1","67","20","99","96","78","2","38","17","25","18","61","79","37","16","45","34","69","49","26","70","3","48","19","30","1","53","50","0","0","47","1","2","0","3","2","21","92","83","210","34","37","28","24","22","43","62","NA","NA","NA","NA","NA","IN","NA","NA"
"3","Summary of All HUD Programs","1","N/A","IA Iowa","19","41324","34504","83","34877","100","6","16","1.7","58469","386","574","16175","9648","6","6","5","38","19","12","6","5","3","17","1","75","21","100","98","80","3","22","12","15","11","75","68","22","10","47","48","46","50","31","56","4","35","17","44","4","28","21","1","1","71","0","3","1","4","2","21","77","58","133","57","27","16","16","17","25","60","NA","NA","NA","NA","NA","IA","NA","NA"
"3","Public Housing","2","N/A","IA Iowa","19","3948","3759","95","3754","100","6","19","1.5","5811","390","385","19255","12439","4","5","5","33","17","12","8","9","7","22","1","73","26","99","91","68","3","17","9","12","8","80","63","17","8","42","46","39","44","30","51","4","29","18","49","5","15","9","1","1","85","0","4","0","4","1","9","70","29","185","73","14","13","5","17","19","67","NA","NA","NA","NA","NA","IA","NA","NA"
"3","Housing Choice Vouchers","3","N/A","IA Iowa","19","24398","19178","79","19160","100","5","13","1.9","35852","399","595","15875","8484","7","6","6","37","18","11","6","5","3","21","1","70","20","99","98","82","3","28","14","19","15","69","72","28","12","52","46","63","55","31","67","3","44","19","33","2","34","28","1","1","66","0","3","0","4","2","24","82","84","136","40","38","23","27","16","25","63","NA","NA","NA","NA","NA","IA","NA","NA"
"3","Summary of All HUD Programs","1","N/A","KS Kansas","20","35419","28447","80","28902","100","6","16","1.7","47695","376","648","16569","10041","6","6","5","37","18","12","7","6","4","17","1","72","23","99","95","75","2","22","11","14","10","76","68","21","10","42","45","40","44","28","54","4","34","17","46","4","37","27","1","1","60","1","5","1","7","2","15","84","67","139","59","24","17","15","18","37","63","NA","NA","NA","NA","NA","KS","NA","NA"
"3","Public Housing","2","N/A","KS Kansas","20","7802","6921","89","6867","99","6","17","1.6","11186","360","569","18918","11613","6","8","5","31","16","11","7","9","8","27","0","63","27","98","89","67","3","20","11","13","9","77","64","20","9","37","36","39","39","25","59","6","35","18","41","4","37","26","1","1","63","0","8","0","9","1","10","83","45","119","66","19","15","9","18","37","67","NA","NA","NA","NA","NA","KS","NA","NA"
"3","Housing Choice Vouchers","3","N/A","KS Kansas","20","15001","10705","71","11023","100","5","13","1.9","21240","407","715","16205","8410","8","6","5","37","17","11","6","6","4","20","1","65","21","99","96","79","2","30","14","21","16","67","73","29","12","50","44","62","54","30","65","3","43","19","35","2","48","38","2","1","51","1","6","0","7","2","19","102","87","173","37","37","26","29","17","40","61","NA","NA","NA","NA","NA","KS","NA","NA"
