GEOID,NAME,ABBR,year,index_eq_community_living,index_eq_living_arrangements,index_eq_community_participation,index_eq_commute,index_eq_education,index_eq_insurance,index_eq_tech,index_eq_all_work_indicators,index_eq_work_economic,index_eq_housing_affordability,index_eq_negative_work,index_eq_positive_work,index_eq_adaparc,index_rel_community_living,index_rel_community_resource,index_rel_living_arrangements,index_rel_community_participation,index_rel_commute,index_rel_education,index_rel_insurance,index_rel_safety,index_rel_tech,index_rel_all_work_indicators,index_rel_work_economic,index_rel_housing_affordability,index_rel_negative_work,index_rel_positive_work,index_rel_adaparc,index_adaparc
02,Alaska,AK,2024,40.5186013344597,40.5186013344597,62.95189500033119,56.53615707429337,52.38863048827146,45.706383093005975,97.17640934575395,56.48286376130971,50.11832851781352,43.75379327431733,41.77527887686059,71.19044864575885,51.196274950868144,56.534171503846835,57.40263772432482,55.66570528336885,58.49844059814835,55.50207478771125,56.921925302330145,34.59088407205256,58.69850427492033,86.77881455372746,52.094747176315956,61.47189159366394,70.84903601101192,44.06879364077397,60.12070071185794,58.834834565219715,55.01555475804393
01,Alabama,AL,2024,52.61677658566091,52.61677658566091,62.258492118228496,48.056378502557365,77.26403912223446,61.756360561884755,61.957190286237385,55.09631562303905,65.71267717169854,76.32903872035806,46.95737451802146,63.23525672805663,60.19598195852931,48.02055184451277,36.69377391092675,59.34732977809878,29.888004969967007,17.348235637600553,16.57824624453193,36.96796703168113,43.03924518370903,35.50633075231241,38.00342014375762,32.04599962299401,26.0885791022304,40.325177396916416,35.68166289059882,36.651518812491254,48.42375038551028
05,Arkansas,AR,2024,42.26803953487211,42.26803953487211,51.14719924088823,43.133937238804336,65.13103629286537,39.89603238513015,56.42779104675305,59.0255376756376,75.58904386959124,92.15255006354488,65.32184946415772,52.72922588711748,56.33476088178386,49.842824478319,27.99302676582368,71.69262219081432,28.169993659515363,20.37603958949393,17.6064119921272,49.1277715022455,19.133809999768125,34.60593521394207,24.921338653603243,17.24181712848382,9.562295603364396,31.75294504776396,18.08973225944253,31.75154508877273,44.04315298527829
04,Arizona,AZ,2024,47.0819232601846,47.0819232601846,52.26355043549495,27.565537289225063,49.50317438365286,39.832153763111016,92.15333630599086,54.07538807246012,43.742507014159045,33.40962595585796,24.99627080400694,83.1545053409133,47.69599356994619,38.636857186952994,9.788585476913209,67.48512889699278,58.2997604056593,55.50207478771125,61.71946246761911,37.73561552343771,48.34153242206583,88.20011682746262,58.72671405684272,63.682548308821445,68.63838256080017,64.25005800580615,53.20337010787929,53.53972196714458,50.617857768545385
06,California,CA,2024,59.081596443748936,59.081596443748936,50.52903520641653,51.57363340834249,62.918752746097226,42.004399256926376,45.619355414300024,36.75413805440489,18.788743990789424,0.8233499271739575,21.65361566680238,51.8546604420074,42.79979188031829,55.402060390415514,71.50809205757379,39.29602872325725,55.11700302326501,66.08915659185438,36.613180718949245,54.98918998124447,56.31891575723144,61.57457206704558,44.580281492793944,54.51944502188554,64.45860855097713,47.43677324842404,41.72378973716385,55.012836145188686,48.90631401275349
08,Colorado,CO,2024,53.95811101975713,53.95811101975713,48.91305543921408,72.28641449707965,24.10328952969214,48.89715393630768,50.365363793776815,43.39963503296126,27.39435341291565,11.38907179287004,40.55606794757794,46.243202118344584,43.42183995729562,54.77925099228166,62.06002001675249,47.49848196781083,61.179999569178825,56.67288414136449,91.91318003159772,54.14359657554002,32.55272073976403,70.61761635762787,76.09914957044211,75.05295926164865,74.00676895285521,63.72856955458218,88.46972958630202,63.67073660770305,53.54628828249933
09,Connecticut,CT,2024,49.730962592314576,49.730962592314576,38.10573327730479,53.97462958163794,45.56064770637116,46.030895372417206,6.856760448792869,35.26489612305616,26.61424335804263,17.963590593029096,60.67025512977735,9.859537116334977,38.15031307588733,55.7979319318726,76.11820506956447,35.477658794180726,55.383573470725125,60.58154337498187,54.20866638886856,61.86462758640956,80.68522547081332,19.57780453255238,47.383858805066424,50.91491195912016,54.44596511317389,49.85815485318265,44.9095627569502,54.03213912057263,46.09122609822998
11,District of Columbia,DC,2024,63.319329143223186,63.319329143223186,57.162021786240075,99.90290097142974,43.41750918897681,55.41543253569034,29.912244448863415,45.124299547131734,39.95770043795049,34.79110132876926,89.03602908672458,1.2125700075388863,53.47968378913792,51.19806287790438,85.10398786377446,17.29213789203429,49.750111232251385,99.99997307345043,69.0986366755327,60.41049740449441,0.00413282285744998,19.237316184921884,48.92920277039248,71.23249553742124,93.53578830445,16.832641148992177,81.02576439179278,57.39355654919234,55.43662016916512
10,Delaware,DE,2024,40.74002375744229,40.74002375744229,61.01295642658631,58.53375574901956,43.35225219049346,49.23784443878315,92.92797332804906,43.589668591536466,45.71625600765729,47.84284342377812,25.756548072158296,61.42278911091463,49.15641206389529,61.57532458886528,47.80646210384053,75.34418707389003,61.82580525477165,41.880360710192534,67.37964473619544,72.28929415413124,37.06503066138238,90.51469601195662,68.06005094633824,60.779545132605094,53.49903931887196,74.52844281321084,61.59165907946563,61.393558325414006,55.27498519465465
12,Florida,FL,2024,56.019882837651934,56.019882837651934,57.59851060919232,46.088951602314445,61.92581549134965,43.82006427288664,78.55921107021857,46.806243034298,26.265140264428343,5.7240374945586865,22.64667934062391,70.9658067279721,46.6278445704242,42.88743325901126,32.00862050228538,53.76624601573713,58.48979459149681,43.35715257915852,57.96644046694705,31.515143001489637,80.8440150344847,78.76622187540413,48.238747699671414,49.42640737544674,50.614067051222065,70.85480341545652,25.622691983886316,50.2678784086516,48.4478614895379
13,Georgia,GA,2024,53.207031345114615,53.207031345114615,61.27487306817426,58.42961863641834,52.54759292325855,57.58044852447728,76.54183218854287,46.6681983601775,41.661882279525344,36.65556619887319,43.64247557297626,49.693921147378745,52.04792889760474,47.67752515376735,33.68630120603984,61.668749101494846,46.72376690356511,37.335243376741474,37.74603372716833,28.14637804418885,58.205250809532714,72.18592856019416,49.15431002204022,58.92102968842577,68.68774935481132,40.496250761058775,57.81236928302167,51.107440581919406,51.57768473976208
15,Hawaii,HI,2024,46.67113893850778,46.67113893850778,55.434635386955506,69.03295879089518,56.019798264086994,61.4889562370408,35.19682825579904,38.769721520003856,20.415091136895963,2.060460753788071,11.668796798264577,65.87064624174313,40.84028848745309,61.28774473483041,63.57198822485801,59.00350124480282,71.62823962697536,77.55690972166647,79.74449741009158,76.1673188339825,77.11470700238075,47.557765166755466,69.58622870159357,74.02120011974208,78.4561715378906,87.07683834284222,52.09561906034491,68.97906149384929,54.90967499065118
19,Iowa,IA,2024,35.296488156980274,35.296488156980274,31.170311997827575,26.641398688416015,38.687904684013176,50.00177017601592,9.350174442865184,51.19358538658294,68.14982172307013,85.10605805955733,57.88478148606166,44.50238928710422,44.872207292626,37.10911176246708,31.586403463536797,42.63182006139736,47.85341970680497,34.25330516817831,52.30909056796564,65.45021947473526,73.58019710635878,13.674286216786866,64.6088594035887,53.43404537100369,42.259231338418694,69.61076362354213,59.60695518363527,46.132192280091914,45.50219978635896
16,Idaho,ID,2024,48.97767239941818,48.97767239941818,57.2773750224069,54.250919307007266,48.79844952970226,52.47360977529801,73.58652147762008,58.40115981352101,54.033151358410194,49.66514290329938,26.928570857993694,89.87374876904833,53.429399593411766,49.60555374006021,37.66667447803219,61.544433002088226,61.005348440924784,33.38535402557736,60.89941317031128,42.576410950931994,89.94163263827579,78.22393141952752,74.16656783181699,67.09698421567602,60.02740059953505,80.63717660878947,67.6959590548445,59.235962132220344,56.332680862816055
17,Illinois,IL,2024,49.99102584301748,49.99102584301748,41.10511259259348,64.06123444071842,35.53092130129082,42.09244214187649,22.735852486488195,36.07580753042457,41.33950349172267,46.60319945302077,43.4236596599919,28.72795540085724,44.14521397577787,49.53331674840459,55.15530718852992,43.91132630827925,50.88275358307395,74.19810780342442,51.722136550191635,53.09320510697637,34.98112823524151,40.41919021953583,43.38804892167033,56.399766307706294,69.41148369374226,48.85225096007999,37.92384688326067,52.27194554639494,48.208579761086405
18,Indiana,IN,2024,45.613314230238714,45.613314230238714,48.399178303141866,44.07055556865748,52.63390115727394,47.49479200779579,49.397464478840256,60.52298039040837,71.58269179460294,82.6424031987975,66.85814484430604,54.18781593651068,55.19839477599451,48.29635890864653,44.28853588555037,52.3041819317427,42.0153520272158,27.77022423682576,27.00193253178471,52.53005657267179,61.66326030442519,41.11128649037153,48.19568661744152,43.64273611045164,39.08978560346174,45.7494130258029,50.64196020908014,44.65148234877132,49.92493856238291
20,Kansas,KS,2024,58.20444242286904,58.20444242286904,35.26721123851997,27.508309835291424,29.079055715145536,55.49856178081034,28.982917622832577,55.11367919642941,68.67199596976667,82.23031274310392,58.07776156875392,52.1495968241049,54.04788321038523,21.64437206232858,18.951930738924354,24.336813385732807,42.419636459494384,35.102736599715314,63.61992342807575,32.68121974870296,45.97501309909619,34.719289421881705,62.08215809568795,55.16833849310762,48.25451889052729,64.23573420132242,59.92858199005349,39.74411567164353,46.89599944101438
21,Kentucky,KY,2024,47.666944880378566,47.666944880378566,46.01603731439998,31.33328306162425,68.9945498028375,42.147799380801246,41.588517012336915,58.618084245799245,73.27415381742387,87.93022338904848,74.22451721718066,43.01165127441783,55.65237867073413,49.86576850587713,38.149886181153875,61.58165083060038,42.13807904389548,28.95331983258384,10.42395004488846,60.64959921261046,73.06883109685629,37.59469503253836,28.029395177970272,21.739329508077596,15.44926383818492,29.10510586428917,26.953684491651376,37.91439235261674,46.783385511675434
22,Louisiana,LA,2024,46.047813643140294,46.047813643140294,53.79299632595211,30.07379957525445,82.98301893888517,43.661449956450944,58.45371683321787,52.809785138193206,53.19829564118182,53.58680614417044,43.00747902219669,62.61209125418972,51.01303520342474,47.27628528970847,38.95528167768529,55.59728890173165,30.930652661614214,26.94679580749193,11.026170562018995,56.62198443175266,28.686577219487297,31.37173528732018,20.49725964258086,17.634923753027856,14.772587863474849,19.416497859127443,21.57802142603428,31.947287234783516,41.48016121910413
25,Massachusetts,MA,2024,39.73195380284898,39.73195380284898,41.44139227532117,43.70408610602915,46.29102005758378,57.89866983938938,17.871793098282343,38.563001454494184,29.834079191602186,21.10515692871018,73.98183634641941,3.144166562568955,37.00247508992411,58.85740601751272,72.66587106552282,45.0489409695026,65.01069041943526,83.23039138423196,56.317647779833784,72.65787592013935,81.2728455667152,31.574691446255972,47.498439292743655,53.85169836821923,60.204957443694816,43.46475684887927,51.53212173660805,59.23993160172241,48.12120334582326
24,Maryland,MD,2024,61.79393789260456,61.79393789260456,49.82063397117804,54.939243550072234,43.52344357266435,49.5019937659668,51.317854996008776,39.013133717340985,30.578764931521636,22.144396145702288,52.11706130321115,25.90920613147082,47.39777893176808,55.853688587873975,67.35920971346215,44.3481674622858,63.72117560499927,71.38248642250934,73.00669274701893,70.53582134509583,33.707527062577824,69.9733504477944,73.2072213403357,77.57489199843963,81.94256265654354,59.36043477819333,87.05400790247808,65.71658539710428,56.557182164436185
23,Maine,ME,2024,44.90669240185059,44.90669240185059,40.07929369126896,37.63994102538823,32.18414810381474,43.262824878458616,47.23026075741424,67.59163079225131,72.42247201170866,77.25331323116602,90.21685019772156,44.966411386781054,52.46948603494274,50.73899391642312,53.8040866794715,47.673901153374736,62.33009991270245,39.98130550228129,71.23799935104472,62.768441992607826,84.68012923291275,52.9826234846657,28.72145632167081,24.798467064166676,20.87547780666254,46.037235186449095,11.405677456892528,45.95585363109742,49.21266983302008
26,Michigan,MI,2024,55.637355892365264,55.637355892365264,47.19940392807011,38.62403570895411,51.84794405476837,52.954295950454274,45.371339998103686,52.887843260358935,60.85354912308149,68.81925498580405,60.06182989211026,45.71385662860761,54.56343631450562,39.90671979497198,23.230069904343587,56.58336968560036,49.86910141855451,38.57314205093252,39.933826863873634,65.46071413455148,51.56472237065633,53.81310167275857,30.31825536237507,28.319799653364917,26.32134394435477,34.06660511131193,26.56990561343821,39.36520695563047,46.964321635068046
27,Minnesota,MN,2024,41.15843913191933,41.15843913191933,35.85256455009247,53.258504186453514,26.977576974372617,55.986545498022544,7.187631541521185,50.942794063134805,56.93381436622333,62.92483466931185,74.75938701566808,27.126201110601524,44.64827268274504,55.78511286981557,72.80026833405654,38.7699574055746,59.38141491578275,61.752643956888136,72.54159087961807,60.602717365368584,71.01645146153012,30.99367091550887,59.451127214483336,58.01765458205233,56.58418194962133,60.782698891730696,58.119555537235975,57.72806078921688,51.18816673598096
29,Missouri,MO,2024,49.133775293817834,49.133775293817834,40.95858618686198,37.07066768214813,50.73010911448933,57.04004630938537,18.99352164142512,59.210837608917814,72.48095547654442,85.75107334417103,73.79361013204235,44.62806508579329,54.19110565240808,50.44265718002684,51.912834049138254,48.97248031091543,33.19236422567346,37.21194985678925,36.23837858500019,31.83458640257645,36.29043110130008,24.386475182701304,42.0593237036088,38.29552510744303,34.53172651127725,47.77748773999489,36.34115966722272,40.64351550438111,47.41731057839459
28,Mississippi,MS,2024,42.909787365029096,42.909787365029096,54.96842399005365,40.74907174251896,84.54642133540074,48.80327704300381,45.774925839291065,57.642402631498896,65.373381541567,73.1043604516351,46.25699227346748,69.02781298953032,54.417197632216585,45.22640050741322,28.415084267593834,62.037716747232594,29.74574016112525,17.072245492328566,9.562113727115046,24.39825136239607,72.12104665994968,25.5750435638369,22.85873623056256,17.62638493478427,12.394033639005984,29.471625386848142,16.245847074276973,30.86617520110758,42.64168641666208
30,Montana,MT,2024,52.45784940782958,52.45784940782958,46.44915913127315,47.37375486107474,46.24918174941863,50.05328545669346,42.12041445790579,56.99251823785342,55.57907275760651,54.1656272773596,35.47803879333233,78.5069976823745,51.49536043223642,43.533012931126905,40.96147902764825,46.10454683460556,52.58436785192358,40.15172251682911,77.59990580338398,47.76387942211275,54.58675502384352,42.81957649344855,62.98015263784063,57.53486586439776,52.08957909095489,78.13791124188462,47.822394033796634,51.217415549149415,51.35638799069291
37,North Carolina,NC,2024,45.89455849494897,45.89455849494897,59.11356546784441,65.64530221933487,49.8704485990568,54.210201625971195,66.72830942701478,51.44891787199202,52.003417933961515,52.55791799593101,50.71925939782327,52.178576346160774,52.33718063225163,44.30613931934876,23.369927449047253,65.24235118965026,41.35050802244088,32.16471921594943,40.730409450444526,37.30534857133264,38.538504833226355,58.013558041251464,44.183691503468864,51.192447255445884,58.2012030074229,46.6405701667238,41.72681284021394,45.616364865745176,48.9767727489984
38,North Dakota,ND,2024,40.37542361137207,40.37542361137207,38.78850946728241,38.47410480952479,43.968735782903366,55.24350553056134,17.467691746140137,52.96791318109993,70.69993754962738,88.43196191815483,59.118289754057265,46.81753660814259,49.95462354276062,42.47514947048128,53.02178361760373,31.928515323358845,37.69919486700122,25.001915147663212,55.799828460840615,48.44053736232289,42.4471153586873,16.80657800549207,79.22658488039816,71.05930357549016,62.892022270582174,72.73313899414453,85.7200307666518,50.41121597099089,50.182919756875755
31,Nebraska,NE,2024,49.64272160594382,49.64272160594382,36.79398122990882,21.070952954208792,35.654324626496134,59.66315664023023,30.78749069870014,53.690887543581226,64.32585600238278,74.96082446118432,55.54944837224186,51.83232671492058,50.254186279411805,51.48658135516981,56.2757620892333,46.697400621106326,48.53551838362498,31.473456975191,61.60222266643589,47.87111780867432,58.09181240359983,43.63898206422385,74.8841459202692,68.06009393202255,61.23604194377591,76.8002414355254,72.96805040501302,56.02739789027245,53.140792084842126
33,New Hampshire,NH,2024,37.284364326902434,37.284364326902434,35.02080631682226,24.43542793505592,36.17085701254746,52.34870868157693,27.12823163810873,51.01176642147533,51.50778393128566,52.00380144109598,66.6030996627757,35.420433180174946,41.27098485833678,52.13710269591609,53.45340458965871,50.82080080217347,64.78870467202407,38.235584505912954,83.00175615601674,65.36958282804746,84.82982082461578,52.50677904552743,68.95416404892987,55.86506131812288,42.77595858731589,77.13292311417597,60.77540498368378,57.59695622868768,49.43397054351223
34,New Jersey,NJ,2024,50.1462949511601,50.1462949511601,50.957181323476824,53.55200728462738,40.27177694761041,50.43943895987474,59.565502101794785,19.093216171593973,11.94007912139752,4.786942071201068,23.652575897981837,14.533856445206112,37.681185132011485,66.90270579359509,73.04063560411234,60.764775983077854,68.49855726480594,76.97599378101134,59.618062017597595,54.47636455905462,74.65282436263792,76.76954160372823,66.25099347462987,69.41751858719718,72.584043699764507,62.145182805589634,70.35680414367009,68.2729272151994,52.97705617360545
35,New Mexico,NM,2024,60.30425604014793,60.30425604014793,53.07580445037132,28.243411804209067,63.1316249219658,38.98461925497213,81.9435618203383,56.00128282808216,60.31076351119168,64.62024419430121,29.282977416473944,82.71958823969038,57.89694133390365,54.71178710992798,46.56682346132021,62.85675075853575,36.90708742601642,34.5284857255709,42.02893812261142,49.46489921845754,2.510724078547007,56.00238998489522,23.710604094415583,23.869737313269457,24.028870532123324,30.163941194525375,17.25726699430579,38.496203949737954,48.1965726418208
32,Nevada,NV,2024,48.1624062907788,48.1624062907788,58.87639263635691,44.31163829252039,53.358511074787614,38.83851924877438,98.99690192934524,53.67952981842404,36.847569041766945,20.01560826510986,11.845177092459892,95.51388254438818,47.96212265630089,54.061895871482,26.871716811393657,81.25207493157035,49.612967971331,55.06239715831512,42.792607624810664,36.865013231139805,14.618809977654216,98.7260118647352,64.89486839864787,56.43743334229306,47.97999828593824,54.76183389602221,75.02790290127355,53.37076572836869,50.666444192334794
36,New York,NY,2024,48.11065325481346,48.11065325481346,45.11773483235022,49.67193281547868,55.29351547455859,50.3081769626856,25.19731407667804,41.852415283663625,26.42301839013855,10.993621496613478,54.82505527766884,28.87977528965841,39.883802159100746,57.845398493686105,78.56964761975776,37.12114936761444,48.86474320145171,99.68878750882875,37.80296161031832,66.64632368388015,17.245942933894632,22.939700270336676,26.4152552422172,44.86386662467648,63.31247800713576,27.926219246787692,24.904291237646703,50.5246694399381,45.204235799519424
39,Ohio,OH,2024,53.45987142256162,53.45987142256162,42.471819792872054,44.1903897243126,49.377208160684134,50.76312415031066,25.55655713618083,50.845978659846494,65.89338680957468,80.94079495930286,72.94360270702457,28.74835461266842,53.94169267500278,46.41000130353269,49.90278617740315,42.917216429662226,41.86156919864626,39.49400828278799,32.60572771317431,52.49001084726503,52.65160258730066,32.0664965627033,36.45281552501366,38.02902300678316,39.60523048855267,38.1944659877898,34.711165062237534,42.1001978363207,48.020945255661744
40,Oklahoma,OK,2024,61.84767945695933,61.84767945695933,50.20844405214415,28.91583997604797,53.68714345294521,45.84336497119253,72.3874278083909,63.126393693922736,71.75689989787807,80.3874061018334,40.5696867846757,85.68310060316976,61.27100780232718,36.054747392255685,27.03792976472019,45.07156501979118,31.430279494642424,24.04136912804601,39.00856826572587,20.31757928313593,26.36590077773178,47.41798001857253,39.60163816819184,30.143260782555885,20.68488339691993,39.96150290869426,39.24177342768943,32.54276255648467,46.906885179405926
41,Oregon,OR,2024,49.60199100379168,49.60199100379168,47.413392744086465,65.35333878232775,28.86326304081806,43.2386093278881,52.19835982531193,58.0092829868561,47.1164062956519,36.223529604447705,61.068704861783736,54.94986111192846,48.04393001451001,55.984294137956574,64.59288932944932,47.37569894646383,62.782625884848834,69.4574457585049,71.40551010324828,60.927407461452425,42.12382257224924,69.99894352878935,39.85935790367744,35.78718697115451,31.715016038631585,44.25345183804965,35.465263969305234,51.518035664653304,49.780982839581654
42,Pennsylvania,PA,2024,45.73495667698616,45.73495667698616,45.11220856318662,56.94706853082656,39.37631577972418,55.99974120858787,28.12570873360787,49.15357726568406,62.43906645446267,75.72455564324129,69.36452767650646,28.942626854861675,51.095410564878485,47.28010933159645,54.8062206588226,39.7539980043703,50.198826350065715,66.8006923363597,42.412867285545275,65.77609031554165,50.35212326925631,25.652358543625596,37.92767524668321,41.41280849464444,44.89794174260567,42.06664887439763,33.788701618968794,46.297248058768865,48.696329311823675
72,Puerto Rico,PR,2024,NA,NA,51.53015022021541,37.105644693363246,81.31470419195114,36.17010177533185,NA,55.51170107325776,55.51170107325776,NA,13.200196704641966,97.82320544187355,NA,64.68472566637531,64.68472566637531,NA,30.73188758086032,19.43516247744002,11.562513844047446,61.1979864210935,NA,NA,15.382483684796334,15.382483684796334,NA,30.61753441522719,0.14743295436547274,36.933032310677326,NA
44,Rhode Island,RI,2024,49.12115246136686,49.12115246136686,45.95001881943842,72.92257282250745,58.38647509103994,46.409807937477616,6.081219426728694,45.24154573271694,42.46026704608186,39.67898835944678,61.08565571326765,29.39743575216623,45.843812775629054,47.22425851126761,67.27858564003279,27.169931382502423,50.449952588131886,43.39056469007376,39.25513939527435,71.74941070310187,87.63751016814311,10.217137984066342,45.64134385254911,40.275745285269245,34.91014671798938,44.93776035254311,46.34492735255511,45.98331879488958,45.913565785259316
45,South Carolina,SC,2024,37.47473048158996,37.47473048158996,60.60491407486921,49.71933769788459,67.885823735409,61.348504239079034,63.46599062710419,54.59693527673092,52.53063910892679,50.46434294112266,39.91189740270912,69.28197315075272,50.20342788846199,52.51881141710782,29.737294482935575,75.30032835128006,32.63201574066362,23.34790874184695,31.42516785936236,33.9696035012073,26.54674259871912,47.87065600218235,40.25828483665602,46.00185849494036,51.7454321532247,48.97146307557549,31.54510659773655,43.71756188423726,46.96049488634962
46,South Dakota,SD,2024,60.86110763891223,60.86110763891223,37.91878736597989,40.90255790704,49.23986717481607,56.18195526890192,5.350769113161552,48.82506088725321,61.20421643666104,73.58337198606888,46.487966268043216,51.1621555064632,53.3280371471844,28.39699759042877,41.42499665731867,15.368998523538869,35.14208793924304,34.03064225651357,62.65905867159445,34.12369385778458,38.81170716010634,6.085337750216264,72.3375064275991,68.10402732208573,63.87054821657235,79.37448843013546,65.30052442506275,43.88103761725251,48.60453738221845
47,Tennessee,TN,2024,49.31561886709045,49.31561886709045,53.797345652223385,53.653989210989735,63.39589331868814,56.54546602261811,41.59403405659757,51.5080070483387,59.08172084766704,66.65543464699539,59.790263297214125,43.22575079946328,54.06489512232696,53.49186056319207,40.05416612507385,66.92955500131029,27.09320135275322,25.87280868946428,23.959981027224497,28.18387582606739,17.581823437281237,39.86751778372868,34.58198230208977,44.041080787835725,53.500179273581686,40.92505236358904,28.23891224059051,41.54204756792701,47.80347134512698
48,Texas,TX,2024,57.50171692292591,57.50171692292591,54.92141010956769,52.72233906751066,54.37692772219257,38.666293228523536,73.92008042004402,47.28219377402848,34.16260713516945,21.04302049631042,23.93562484298973,70.62876270506723,48.861911389221014,44.10812187593004,33.40785750039638,54.80838625146369,38.55037297662254,38.559808469620535,30.83262289170726,24.106316253338935,30.91135676619011,68.34176050225585,58.22022593246838,61.59359786543015,64.966969798391915,50.80598360760808,65.63446825732868,48.08403090599424,48.47297114760762
000,United States,USA,2024,54.53220948404406,54.53220948404406,50.18656230130122,54.25091930700739,48.18350084360114,49.32887869094106,48.98295036365531,40.78467043285079,40.78467043285079,51.42221662859046,46.30737361793958,35.261967247762,48.50114740606536,49.21324580014109,47.76939204198899,49.21324580014109,48.787799415232215,54.24767864368398,42.30943454797378,45.481185699486595,52.34523736056855,53.1128987697845,44.64776478119701,44.64776478119701,50.01009715857572,48.150633621467705,41.144895940926304,47.549603332190095,48.02537536912773
49,Utah,UT,2024,66.47103055827326,66.47103055827326,59.32707763462708,45.32955044791045,38.87622344174304,57.49569827735701,95.60683837149782,57.00103474316501,43.82719972615594,30.65336470914687,36.64192921619151,77.3601402701385,56.5417693063521,45.3899427299021,30.38676953824847,60.39311592155573,70.80469308553766,57.12143032328598,84.78867869460298,46.677812856496864,67.36177845750001,98.07376509580251,79.14135856487611,82.70702990393441,86.27270124299271,75.79091913250694,82.49179799724529,66.3005552397914,61.421162273071744
51,Virginia,VA,2024,49.111766703324186,49.111766703324186,50.222715347172034,56.863987135442294,38.00334244223451,55.2410998221417,50.78243198886963,35.47663623119496,35.582123379258796,35.68761052732263,44.229178017425745,26.72409444496417,44.97220180991834,58.53360719013949,59.76128516097516,57.30592921930381,57.82327668359544,48.25778037620779,64.82852344065716,60.894574020593446,59.91363017411534,55.221875406403456,69.64162225736382,76.17720661874361,82.71279098012342,65.63925327064673,73.64399124408092,64.17803016415951,54.57511598703893
50,Vermont,VT,2024,38.5070456461881,38.5070456461881,41.3788535371425,28.85046970526511,29.44348409797379,50.32656881178108,56.894891533550016,62.574380016747774,58.28489721117309,53.9954144055984,86.78490630533783,38.36385372815772,46.05693213150122,52.7038114347435,58.084160407632965,47.32346246185403,66.55428757230172,52.96981578727187,88.44501936562736,67.4133371546409,74.08342158977268,49.859843964195846,40.718911991548815,31.380527691503634,22.042143391458453,53.11121581390946,28.32660816918817,50.21287556618295,48.134903848842086
53,Washington,WA,2024,47.97277939982211,47.97277939982211,59.71381226520657,81.8113393373021,28.51159011249404,50.861475640743464,77.6708439702867,44.21122212430086,36.216706155654904,28.22219018700894,50.38149565630952,38.04094859229221,47.967765940227856,66.87020200348836,65.49721146957839,68.24319253739833,67.09770187517229,71.57612589211928,79.41101151334955,59.80622871008129,37.08848816107222,87.60665509923909,61.235012294367635,60.44972308377737,59.66443387318711,53.6847188476355,68.78530574109976,64.805875654146,56.38682079718693
55,Wisconsin,WI,2024,41.96932373177971,41.96932373177971,45.93619356691529,41.450188606943925,44.5190246309869,53.07663016316869,44.698930866561646,51.995571256393305,61.490707286066645,70.98584331573998,60.39084176645039,43.600300746336224,49.798741528253885,46.74886289974267,37.67484065840755,55.822885141077805,60.84024816667287,44.8790637781144,59.790365776864725,67.38636875677797,84.77883133863705,47.36661118297018,70.31734975743592,62.25089225938113,54.18443476132635,72.96801096924789,67.66668854562396,56.61333444193222,53.20603798509305
54,West Virginia,WV,2024,40.456896359787734,40.456896359787734,47.88459026887364,28.21785755423707,82.81975636091192,40.614717491583,39.88602966876254,60.37007969504913,75.56427180783018,90.75846392061123,57.77125088211884,62.96890850797942,54.635252812163856,48.99168351891747,33.46846082345498,64.51490621437995,43.42625259610321,30.539498803684708,10.919586771535164,60.61644906002133,84.07518692583143,30.980541419443416,22.363848587110052,17.585656700053946,12.807464812997836,35.6499531701543,9.077744004065805,36.66786427169154,45.6515585419277
56,Wyoming,WY,2024,34.16199159503288,34.16199159503288,61.31980315435381,46.480419307066065,48.1742694296874,64.30971713084236,86.31480674981941,42.00124631237957,52.615924135463615,63.230601958547666,33.39385903205547,50.608633592703654,49.3659062949501,57.623991597070685,35.39388130314825,79.85410189099312,59.0362430950589,31.58764473774949,70.88994575137392,34.0808058883246,71.24798627408958,87.37483282375689,65.10879676334297,55.9911161484855,46.87343553362805,81.19988173307456,49.01771179361136,57.550450280205034,53.45817828757757
